,snr,ch,packet,nn_loss,bl_loss
9622,20.0,E,9622,0.0707,0.02494
5342,36.0,A,5342,0.02097,0.00014
5425,20.0,E,5425,0.00567,0.02227
1812,24.0,D,1812,0.00078,0.00121
6938,28.0,A,6938,0.04232,0.00082
5720,24.0,D,5720,0.01612,0.01232
2982,40.0,E,2982,0.00202,0.0052
1895,40.0,E,1895,0.01153,0.03382
118,20.0,B,118,0.00507,0.0062
7175,16.0,E,7175,0.02399,0.0135
9533,40.0,F,9533,0.01229,0.01572
327,36.0,C,327,0.02686,0.00845
1311,24.0,A,1311,0.02501,0.0019
5839,20.0,A,5839,0.11085,0.00388
3271,12.0,C,3271,0.00552,0.04704
3835,28.0,C,3835,0.01426,0.00103
6716,16.0,B,6716,0.0448,0.01581
7541,36.0,C,7541,0.00049,0.0011
9162,32.0,B,9162,0.02035,0.00209
9481,28.0,E,9481,0.00501,0.02562
5239,36.0,B,5239,0.00323,0.00023
7004,36.0,F,7004,0.03162,0.00925
1641,40.0,F,1641,0.00486,0.07358
7936,24.0,F,7936,0.097,0.06897
1161,36.0,C,1161,0.01155,0.00089
570,24.0,B,570,0.02965,0.00192
7566,16.0,B,7566,0.00437,0.01552
810,40.0,D,810,0.0108,0.00324
8306,32.0,A,8306,0.02448,0.00033
4515,40.0,F,4515,0.01358,0.01091
3078,16.0,E,3078,0.00065,0.01705
5264,16.0,E,5264,0.10347,0.01481
4183,16.0,D,4183,0.00193,0.00851
4522,28.0,E,4522,0.03864,0.02076
309,36.0,D,309,0.88472,0.01382
5187,24.0,B,5187,0.01501,0.00118
8198,28.0,F,8198,0.01975,0.01513
6598,20.0,D,6598,0.02229,0.01363
790,28.0,F,790,0.003,0.0503
698,20.0,F,698,0.02238,0.01806
8739,16.0,F,8739,0.01503,0.07643
5059,36.0,A,5059,0.02062,6e-05
2864,28.0,C,2864,0.5039,0.00142
1145,40.0,B,1145,0.00297,0.00062
7067,12.0,E,7067,0.08066,0.05234
9633,40.0,C,9633,0.08571,0.00248
8142,24.0,D,8142,0.00428,0.00187
657,16.0,F,657,0.03149,0.04242
3647,40.0,D,3647,0.00519,0.00621
9125,20.0,D,9125,0.00231,0.00797
720,24.0,F,720,0.05265,0.03234
2635,36.0,C,2635,0.03406,0.00344
5675,36.0,F,5675,0.0133,0.01324
9672,28.0,B,9672,0.00772,0.00158
135,12.0,E,135,0.03617,0.04076
46,12.0,C,46,0.08719,0.04189
8571,32.0,E,8571,0.00097,0.00132
5265,24.0,B,5265,0.02085,0.002
9159,32.0,A,9159,0.04589,0.00049
8261,32.0,D,8261,0.02605,0.00352
3290,16.0,C,3290,0.17122,0.01829
3626,28.0,A,3626,0.02093,0.00068
7959,40.0,C,7959,0.02746,0.00235
1192,28.0,E,1192,0.01293,0.03579
9797,36.0,F,9797,0.1213,0.01361
8440,36.0,E,8440,0.05247,0.00945
7247,16.0,A,7247,0.10596,0.00827
166,12.0,C,166,0.05107,0.02293
8313,24.0,D,8313,0.02211,0.01296
528,36.0,F,528,0.01562,0.06603
4070,12.0,B,4070,0.00486,0.02128
2425,28.0,F,2425,0.14175,0.04786
4938,36.0,A,4938,0.03551,0.00012
9562,36.0,F,9562,0.01147,0.06422
4058,36.0,F,4058,0.01029,0.00207
4182,40.0,A,4182,0.01672,6e-05
4852,36.0,B,4852,0.02308,0.00292
3049,36.0,D,3049,0.04982,0.00358
2086,28.0,B,2086,0.05414,0.00099
3901,32.0,E,3901,0.00132,0.03225
3765,28.0,A,3765,0.0465,0.00088
8271,20.0,A,8271,0.20388,0.00651
9245,40.0,F,9245,0.04351,0.04716
6927,12.0,B,6927,0.00282,0.03352
2402,40.0,C,2402,0.00067,0.00022
5040,20.0,D,5040,0.00688,0.00459
7663,16.0,C,7663,0.01189,0.01193
9345,24.0,D,9345,0.00954,0.00191
2663,32.0,D,2663,0.02479,0.0045
3831,36.0,A,3831,0.02793,6e-05
2641,24.0,B,2641,0.03436,0.00178
4038,32.0,B,4038,0.02034,0.00046
5213,20.0,C,5213,0.02841,0.00623
647,24.0,E,647,0.04654,0.0167
7270,16.0,C,7270,0.61645,0.0118
6851,28.0,D,6851,0.02854,0.01139
6622,40.0,B,6622,0.02165,0.00013
8623,36.0,C,8623,0.04192,0.00459
7805,24.0,A,7805,0.05694,0.00247
2288,24.0,F,2288,0.12724,0.0266
1272,40.0,D,1272,0.00806,0.00045
3227,32.0,C,3227,0.0075,0.00134
4844,12.0,F,4844,0.07131,0.03929
3012,12.0,D,3012,0.00372,0.04406
5384,28.0,F,5384,0.00372,0.03567
9455,32.0,F,9455,0.02896,0.07833
5698,32.0,F,5698,0.00725,0.03501
3995,32.0,E,3995,0.00206,0.00385
2195,20.0,D,2195,0.00469,0.00632
4215,36.0,A,4215,0.00426,0.00023
6763,20.0,D,6763,0.02074,0.00485
1295,12.0,E,1295,0.03469,0.03312
3439,40.0,C,3439,0.01228,0.00495
4313,20.0,F,4313,0.00692,0.02257
4818,24.0,E,4818,0.00097,0.00298
9618,28.0,A,9618,0.0227,0.00062
6346,40.0,A,6346,0.02692,4e-05
3906,20.0,E,3906,0.00525,0.00428
2174,32.0,D,2174,0.01996,0.01539
8981,16.0,A,8981,0.04214,0.00934
2050,12.0,A,2050,0.11702,0.03797
9694,36.0,F,9694,0.01449,0.0602
5394,32.0,D,5394,0.00138,0.00038
8961,24.0,C,8961,0.00752,0.01408
1166,20.0,C,1166,0.06839,0.00663
9371,40.0,A,9371,0.02612,8e-05
7443,12.0,C,7443,0.02107,0.04223
3927,20.0,F,3927,0.05878,0.05889
6277,16.0,A,6277,0.02979,0.01185
5836,32.0,A,5836,0.03152,0.00028
6217,24.0,F,6217,0.0241,0.02423
8473,36.0,F,8473,0.01223,0.04546
433,12.0,B,433,0.20868,0.0195
4309,32.0,B,4309,0.00648,0.00102
834,28.0,E,834,0.00215,0.00091
5844,36.0,D,5844,0.01949,0.00746
5254,20.0,E,5254,0.00558,0.00822
7682,32.0,A,7682,0.00519,0.00015
8348,20.0,F,8348,0.01563,0.09583
6834,32.0,D,6834,0.00183,0.00163
4382,36.0,B,4382,0.24211,0.00107
9617,32.0,D,9617,0.00292,0.01496
2340,36.0,F,2340,0.01101,0.01681
2440,12.0,B,2440,0.01759,0.02601
7017,28.0,B,7017,0.03197,0.00093
4900,12.0,F,4900,0.00358,0.03446
3372,12.0,F,3372,0.035,0.02752
3427,20.0,E,3427,0.20678,0.00757
9779,20.0,E,9779,0.00333,0.00647
3625,40.0,F,3625,0.00725,0.00653
4476,28.0,E,4476,0.00511,0.03265
7513,20.0,D,7513,0.14823,0.01006
4824,16.0,C,4824,0.01457,0.0089
6666,36.0,A,6666,0.03569,0.00013
9923,36.0,A,9923,0.03094,0.00012
952,36.0,F,952,0.00667,0.00769
8179,40.0,E,8179,0.02105,0.01001
6930,24.0,D,6930,0.01352,0.04409
7673,20.0,B,7673,0.02122,0.00246
3978,32.0,C,3978,0.00586,0.00275
6529,16.0,B,6529,0.00701,0.01687
3352,40.0,B,3352,0.025,0.00068
6116,36.0,F,6116,0.0176,0.01802
6176,36.0,D,6176,0.00184,0.01803
3113,32.0,B,3113,0.05526,0.0006
8659,40.0,F,8659,0.01391,0.03502
1762,40.0,E,1762,0.00808,0.00389
8734,28.0,A,8734,0.02026,0.00082
1357,16.0,A,1357,0.05142,0.0103
1364,20.0,C,1364,0.00868,0.00404
1205,40.0,F,1205,0.02833,0.06238
6437,24.0,E,6437,0.00103,0.02421
1603,40.0,A,1603,0.02636,9e-05
9309,20.0,C,9309,0.10468,0.00336
6157,32.0,D,6157,0.01868,0.00176
3246,20.0,F,3246,0.02965,0.28871
6943,28.0,E,6943,0.00528,0.02689
470,12.0,C,470,0.02006,0.04032
3762,40.0,C,3762,0.01848,0.00017
4551,16.0,D,4551,0.01749,0.01339
9211,16.0,E,9211,0.11364,0.02609
780,28.0,B,780,0.00193,0.00161
7055,24.0,B,7055,0.00148,0.00229
5845,28.0,B,5845,0.22538,0.00173
6142,32.0,D,6142,0.00112,0.00156
3001,28.0,B,3001,0.008,0.00134
8675,36.0,B,8675,0.24365,0.00022
7298,28.0,E,7298,0.00838,0.022
7786,24.0,A,7786,0.15682,0.00166
2864,32.0,F,2864,0.00941,0.01535
9595,40.0,E,9595,0.20163,0.0564
9075,20.0,D,9075,0.01761,0.00552
9411,16.0,C,9411,0.07039,0.00695
7350,24.0,E,7350,0.01723,0.00275
372,24.0,F,372,0.01242,0.19416
4799,24.0,E,4799,0.01844,0.00493
7765,16.0,C,7765,0.00447,0.00605
9592,20.0,B,9592,0.04804,0.00665
4048,32.0,E,4048,0.02908,0.01753
1335,16.0,A,1335,0.05418,0.01596
2432,40.0,F,2432,0.01314,0.02476
8297,24.0,F,8297,0.01744,0.07914
9351,36.0,E,9351,0.00824,0.00374
3142,20.0,C,3142,0.00675,0.00526
2904,32.0,F,2904,0.00482,0.03135
5972,24.0,C,5972,0.12999,0.00367
5227,32.0,F,5227,0.16283,0.06454
9036,32.0,B,9036,0.00184,0.00034
6775,12.0,C,6775,0.02686,0.02623
3211,20.0,C,3211,0.03388,0.00472
9116,32.0,A,9116,0.03661,0.00036
8872,32.0,E,8872,0.02936,0.01079
5059,12.0,F,5059,0.01064,0.05616
4200,16.0,B,4200,0.00506,0.00974
9095,32.0,F,9095,0.01872,0.0294
5946,40.0,F,5946,0.02109,0.02146
8529,20.0,A,8529,0.06794,0.00542
9537,32.0,C,9537,0.02275,0.00028
6271,36.0,E,6271,0.00598,0.01277
944,36.0,D,944,0.00884,0.00066
6389,28.0,C,6389,0.0199,0.00999
9507,28.0,D,9507,0.009,0.00337
7987,40.0,F,7987,0.02,0.04393
3354,36.0,F,3354,0.06443,0.02956
3735,24.0,D,3735,0.00762,0.00408
2941,20.0,D,2941,0.00968,0.0047
7371,16.0,F,7371,0.0356,0.04271
773,16.0,E,773,0.02705,0.00977
7626,40.0,A,7626,0.02635,5e-05
7076,20.0,A,7076,0.15637,0.01205
4569,12.0,B,4569,0.0898,0.02815
4774,32.0,E,4774,0.00692,0.00475
9812,40.0,B,9812,0.00408,0.00029
710,36.0,A,710,0.03263,9e-05
3315,16.0,E,3315,0.03624,0.0652
678,40.0,A,678,0.02478,3e-05
259,28.0,F,259,0.00461,0.03283
9565,16.0,E,9565,0.09575,0.01348
4261,36.0,D,4261,0.00629,0.00065
8641,28.0,E,8641,0.0679,0.04367
8645,16.0,C,8645,0.00149,0.01585
4385,40.0,B,4385,0.00563,0.00012
3427,28.0,D,3427,0.02497,0.00057
5332,36.0,D,5332,0.00536,0.00512
1573,32.0,E,1573,0.04197,0.00273
66,16.0,C,66,0.01697,0.01908
4457,40.0,E,4457,0.06866,0.00022
1415,28.0,D,1415,0.00481,0.004
4605,28.0,D,4605,0.00206,0.00155
7944,32.0,D,7944,0.00822,0.00776
9167,24.0,C,9167,0.02266,0.00359
9504,20.0,A,9504,0.01132,0.00523
1911,12.0,A,1911,0.14458,0.03465
819,20.0,B,819,0.01465,0.00735
9978,40.0,B,9978,0.07464,0.00086
4108,36.0,F,4108,0.03629,0.02562
2897,24.0,E,2897,0.01794,0.05433
1212,32.0,A,1212,0.02089,0.00038
9719,36.0,E,9719,0.02002,0.02128
1705,32.0,A,1705,0.01591,0.00051
3875,16.0,F,3875,0.01499,0.04904
1442,24.0,A,1442,0.04382,0.00225
5357,36.0,E,5357,0.0104,0.00075
8881,20.0,D,8881,0.00084,0.00493
1452,32.0,A,1452,0.00312,0.00043
7888,24.0,E,7888,0.00514,0.00948
343,32.0,C,343,0.00113,0.00143
6792,28.0,A,6792,0.00196,0.0006
4310,40.0,D,4310,0.01674,0.00353
4564,32.0,D,4564,0.00808,0.00118
5237,28.0,C,5237,0.01164,0.00161
4183,28.0,E,4183,0.0332,0.00411
9441,24.0,F,9441,0.01277,0.05934
2406,40.0,E,2406,0.01938,0.00741
4638,16.0,C,4638,0.00123,0.02211
8420,32.0,C,8420,0.01673,0.00132
7287,36.0,D,7287,0.02213,0.00237
2154,36.0,C,2154,0.01643,0.00038
948,20.0,F,948,0.03828,0.02641
1012,16.0,B,1012,0.00104,0.00574
1376,36.0,B,1376,0.0669,0.00014
9214,28.0,B,9214,0.09413,0.0013
2112,16.0,B,2112,0.16213,0.01412
2650,24.0,C,2650,0.0156,0.00085
5207,36.0,F,5207,0.03505,0.01379
2010,32.0,E,2010,0.03659,0.04504
3816,36.0,F,3816,0.023,0.00243
7335,16.0,F,7335,0.02224,0.10158
2295,20.0,B,2295,0.00039,0.00645
2657,12.0,E,2657,0.03862,0.06522
2199,40.0,A,2199,0.03262,4e-05
8650,36.0,B,8650,0.05307,0.00013
8379,12.0,A,8379,0.1199,0.021
4616,16.0,B,4616,0.0063,0.00991
9559,40.0,F,9559,0.03199,0.02076
5515,12.0,D,5515,0.00729,0.05151
9942,16.0,A,9942,0.02884,0.01765
8168,16.0,D,8168,0.10128,0.03033
1289,36.0,D,1289,0.01162,0.00143
9992,40.0,F,9992,0.01923,0.01392
6547,36.0,E,6547,0.15678,0.00454
7552,40.0,D,7552,0.0193,0.00686
476,28.0,E,476,0.07665,0.02267
5839,24.0,D,5839,0.01827,0.01354
9546,36.0,C,9546,0.05121,0.0003
6886,12.0,E,6886,0.06422,0.09816
9368,36.0,A,9368,0.02398,0.00013
771,12.0,E,771,0.02866,0.05955
631,36.0,F,631,0.02205,0.00432
6477,40.0,B,6477,0.00538,0.00282
3284,36.0,A,3284,0.09087,0.00011
1839,20.0,E,1839,0.00782,0.01086
6272,28.0,E,6272,0.0082,0.03376
5732,32.0,E,5732,0.00164,0.01568
8893,40.0,C,8893,0.06154,0.00871
1272,32.0,E,1272,0.0095,0.04317
6687,16.0,F,6687,0.0705,0.03823
4574,16.0,F,4574,0.01321,0.03191
9123,32.0,F,9123,0.01559,0.13835
241,36.0,C,241,0.00339,0.00385
5112,12.0,B,5112,0.24831,0.03578
5583,28.0,E,5583,0.02084,0.00697
2462,28.0,E,2462,0.02929,0.00933
7940,40.0,B,7940,0.05254,0.00194
2184,40.0,E,2184,0.00751,0.00906
4073,40.0,E,4073,0.0207,0.00826
2265,20.0,A,2265,0.03124,0.00624
4691,24.0,F,4691,0.00745,0.02004
5093,12.0,B,5093,0.11305,0.04402
3205,28.0,C,3205,0.02331,0.00539
8104,32.0,B,8104,0.00535,0.00181
6436,24.0,F,6436,0.01021,0.0089
5816,16.0,A,5816,0.02281,0.00979
5141,36.0,D,5141,0.0047,0.00353
1282,12.0,E,1282,0.01377,0.03105
5999,20.0,F,5999,0.03981,0.0473
9760,16.0,F,9760,0.00896,0.01608
2079,36.0,A,2079,0.02049,0.00018
2832,16.0,D,2832,0.05209,0.03062
3148,36.0,D,3148,0.01034,0.01314
8193,40.0,E,8193,0.0084,0.00593
250,16.0,B,250,0.0018,0.00711
1148,12.0,C,1148,0.02903,0.01745
1368,12.0,C,1368,0.00604,0.05437
1180,16.0,C,1180,0.23273,0.01654
6748,12.0,D,6748,0.01836,0.03464
5981,16.0,B,5981,0.06152,0.01381
407,24.0,C,407,0.04583,0.00688
3258,16.0,F,3258,0.0191,0.03244
7844,36.0,C,7844,0.04253,0.00108
8244,28.0,E,8244,0.0234,0.01951
3137,16.0,E,3137,0.01675,0.06788
2272,12.0,A,2272,0.19472,0.03257
4933,36.0,C,4933,0.00243,0.00124
364,20.0,A,364,0.00744,0.00927
6366,16.0,B,6366,0.12215,0.02624
6657,32.0,B,6657,0.00085,0.00053
8501,36.0,B,8501,0.00094,0.00201
4602,36.0,A,4602,0.01099,0.0001
3359,20.0,E,3359,0.00118,0.01676
7748,28.0,D,7748,0.02348,0.00178
9958,28.0,A,9958,0.01792,0.00075
7762,36.0,D,7762,0.0144,0.00314
9505,40.0,A,9505,0.02089,4e-05
511,32.0,C,511,0.00975,0.00049
8799,16.0,C,8799,0.01433,0.01366
9316,36.0,B,9316,0.00042,0.00109
6416,32.0,C,6416,0.0025,0.00935
3791,20.0,D,3791,0.00449,0.01584
4136,20.0,D,4136,0.0079,0.00643
2926,16.0,A,2926,0.05319,0.0107
4668,40.0,A,4668,0.03233,6e-05
3982,36.0,A,3982,0.03916,0.00026
2161,24.0,A,2161,0.05478,0.00138
1352,16.0,C,1352,0.01237,0.0269
4092,32.0,E,4092,0.03003,0.01327
1978,28.0,D,1978,0.04465,0.01514
2673,16.0,C,2673,0.00348,0.01163
849,28.0,E,849,0.00811,0.00192
2376,12.0,A,2376,0.1188,0.03294
8202,36.0,A,8202,0.01536,0.0001
4813,32.0,F,4813,0.01446,0.09326
6501,20.0,E,6501,0.02279,0.01678
9349,20.0,C,9349,0.0661,0.00439
14,24.0,E,14,0.01661,0.00432
899,16.0,F,899,0.07165,0.02016
8110,16.0,B,8110,0.00285,0.00687
5842,24.0,B,5842,0.01377,0.00351
789,12.0,D,789,0.08645,0.10671
4380,16.0,A,4380,0.04387,0.00737
6196,24.0,D,6196,0.00799,0.00292
5242,20.0,E,5242,0.01225,0.04031
8873,32.0,B,8873,0.09031,0.00184
3946,36.0,A,3946,0.08925,8e-05
9611,40.0,B,9611,0.00611,0.00021
131,32.0,D,131,0.02158,0.00476
2964,20.0,A,2964,0.03257,0.00465
6995,24.0,D,6995,0.01015,0.00608
5403,12.0,E,5403,0.0073,0.0195
9875,16.0,D,9875,0.00797,0.01333
4474,12.0,A,4474,0.06266,0.02881
8814,24.0,A,8814,0.05291,0.00206
4158,16.0,C,4158,0.02012,0.01959
3809,20.0,A,3809,0.0613,0.00564
3269,12.0,E,3269,0.0652,0.02842
4522,24.0,E,4522,0.02803,0.00886
4594,32.0,C,4594,0.07476,0.00166
6291,24.0,B,6291,0.00624,0.00141
7871,16.0,A,7871,0.07007,0.01443
962,32.0,B,962,0.00274,0.00033
7921,12.0,A,7921,0.04118,0.03472
6707,28.0,F,6707,0.05585,0.06699
7815,20.0,D,7815,0.00061,0.00598
4178,28.0,B,4178,0.00167,0.00257
4993,16.0,E,4993,0.01597,0.02145
9093,16.0,E,9093,0.0056,0.04127
5439,24.0,A,5439,0.0271,0.00186
5920,36.0,B,5920,0.00285,0.00037
3296,16.0,B,3296,0.05258,0.00957
8279,40.0,D,8279,0.00601,0.00019
9255,16.0,A,9255,0.0437,0.0143
5080,28.0,F,5080,0.04903,0.07092
6333,40.0,A,6333,0.05144,5e-05
3336,20.0,A,3336,0.02254,0.00482
480,20.0,A,480,0.00999,0.0052
443,36.0,F,443,0.00833,0.03644
8766,24.0,A,8766,0.02195,0.00126
7472,24.0,F,7472,0.07976,0.02271
8874,28.0,A,8874,0.03633,0.00161
5267,20.0,E,5267,0.01509,0.01503
3882,24.0,C,3882,0.01938,0.00158
2112,28.0,F,2112,0.01236,0.00283
9751,32.0,B,9751,0.00365,0.0014
4295,32.0,D,4295,0.00483,0.00844
8872,28.0,F,8872,0.08015,0.01334
5547,12.0,B,5547,0.00141,0.02187
2957,16.0,A,2957,0.02,0.0133
7495,28.0,D,7495,0.06965,0.00191
5475,24.0,C,5475,0.00707,0.00831
1739,28.0,F,1739,0.03162,0.05176
918,16.0,C,918,0.01021,0.02495
8272,40.0,E,8272,0.01438,0.03803
9763,20.0,F,9763,0.0086,0.00947
5860,40.0,D,5860,0.27452,0.02329
4369,36.0,E,4369,0.0529,0.00352
1875,36.0,C,1875,0.01154,0.01532
8463,16.0,F,8463,0.05876,0.01881
1626,40.0,A,1626,0.03875,4e-05
2773,32.0,A,2773,0.029,0.0003
2304,32.0,F,2304,0.02147,0.01258
4955,16.0,A,4955,0.04872,0.01634
4098,28.0,D,4098,0.02097,0.00414
1588,20.0,B,1588,0.0137,0.0054
2034,12.0,B,2034,0.00615,0.03319
1045,20.0,C,1045,0.00331,0.00387
8489,28.0,F,8489,0.03056,0.01197
6036,28.0,B,6036,0.0038,0.00066
5985,12.0,E,5985,0.01535,0.06724
5921,40.0,A,5921,0.02198,5e-05
5855,28.0,E,5855,0.00332,0.00159
8839,32.0,A,8839,0.04087,0.00029
8239,40.0,B,8239,0.01407,0.00014
5333,32.0,D,5333,0.00171,0.00451
8547,20.0,C,8547,0.02119,0.01035
7227,32.0,A,7227,0.02187,0.00046
3760,20.0,A,3760,0.03803,0.00252
3869,28.0,A,3869,0.03751,0.00109
1728,20.0,A,1728,0.03437,0.0048
1465,24.0,A,1465,0.02056,0.00177
324,16.0,F,324,0.08202,0.05452
2813,16.0,D,2813,0.00769,0.02298
6273,32.0,F,6273,0.07156,0.0618
5055,24.0,A,5055,0.02478,0.00271
395,40.0,C,395,0.00085,0.00414
7075,28.0,F,7075,0.00594,0.00519
1371,28.0,B,1371,0.00061,0.0006
4933,32.0,A,4933,0.03241,0.00064
3775,32.0,A,3775,0.02734,0.00026
1939,16.0,B,1939,0.00916,0.01049
2367,28.0,F,2367,0.04225,0.04776
3908,32.0,D,3908,0.02206,0.00299
6309,36.0,F,6309,0.02963,0.04
4636,12.0,A,4636,0.05792,0.0305
7833,36.0,D,7833,0.02341,0.00132
9607,28.0,A,9607,0.05163,0.0018
9377,24.0,C,9377,0.01016,0.00352
302,28.0,D,302,0.01179,0.00419
6075,12.0,F,6075,0.06783,0.09167
6328,28.0,C,6328,0.00949,0.00216
5213,24.0,C,5213,0.00052,0.00367
2862,20.0,C,2862,0.00413,0.00308
8544,40.0,F,8544,0.0038,0.04405
6683,40.0,E,6683,0.00553,0.00719
8448,24.0,C,8448,0.00204,0.00204
9417,20.0,B,9417,0.0333,0.00401
4698,24.0,D,4698,0.00271,0.00454
4782,32.0,E,4782,0.00949,0.03936
9594,36.0,A,9594,0.07575,0.00015
4165,16.0,D,4165,0.00354,0.0112
1429,24.0,D,1429,0.00122,0.00352
8928,24.0,F,8928,0.00204,0.04771
3977,12.0,A,3977,0.15263,0.01292
976,28.0,D,976,0.0118,0.00136
1032,32.0,D,1032,0.03472,0.00408
6036,20.0,D,6036,0.00782,0.00764
2836,28.0,C,2836,0.00428,0.00176
7193,12.0,B,7193,0.20517,0.01875
6096,24.0,C,6096,0.00459,0.00277
2496,36.0,A,2496,0.0232,0.0001
5042,20.0,A,5042,0.06171,0.00628
8604,20.0,E,8604,0.01002,0.00591
4280,24.0,E,4280,0.0096,0.0154
2341,36.0,C,2341,0.00129,0.00046
1524,20.0,C,1524,0.03834,0.00303
7277,12.0,B,7277,0.03008,0.0307
7335,28.0,C,7335,0.078,0.00102
2433,12.0,E,2433,0.01157,0.0762
4075,40.0,D,4075,0.00323,0.00108
9811,16.0,C,9811,0.02291,0.01315
4281,40.0,A,4281,0.03579,5e-05
723,24.0,B,723,0.04372,0.00309
6726,32.0,B,6726,0.00414,0.00037
6848,12.0,C,6848,0.01682,0.03464
8126,28.0,E,8126,0.01854,0.01221
4380,36.0,F,4380,0.0221,0.08708
6840,16.0,F,6840,0.00681,0.04759
2727,32.0,A,2727,0.03993,0.00025
3561,12.0,E,3561,0.08593,0.03238
886,20.0,D,886,0.02032,0.00586
9491,20.0,A,9491,0.03986,0.00487
4159,40.0,B,4159,0.0592,0.00053
3092,32.0,A,3092,0.0266,0.00026
7507,36.0,D,7507,0.00817,0.00371
5684,28.0,C,5684,0.0068,0.00107
5255,24.0,F,5255,0.01991,0.07502
985,12.0,D,985,0.00536,0.01914
8627,20.0,C,8627,0.00262,0.00647
2321,16.0,D,2321,0.0321,0.01498
2612,28.0,F,2612,0.00839,0.00142
5994,40.0,B,5994,0.14596,0.0001
2919,36.0,C,2919,0.0206,0.00314
5845,36.0,E,5845,0.00239,0.00418
9392,28.0,E,9392,0.02523,0.00481
9467,20.0,F,9467,0.01726,0.08772
3219,24.0,D,3219,0.02043,0.00376
2749,40.0,F,2749,0.00782,0.00799
9394,20.0,C,9394,0.01397,0.00796
386,36.0,C,386,0.17525,0.00041
678,16.0,C,678,0.00107,0.00525
9594,32.0,C,9594,0.00387,0.00051
1263,12.0,E,1263,0.03554,0.01946
712,32.0,E,712,0.00127,0.01048
5627,36.0,B,5627,0.04636,9e-05
541,28.0,B,541,0.00476,0.00071
3661,16.0,D,3661,0.3416,0.02371
1317,24.0,C,1317,0.00256,0.00289
4711,24.0,B,4711,0.00928,0.00189
4327,36.0,F,4327,0.00968,0.02167
7815,24.0,D,7815,0.00277,0.00245
4394,24.0,E,4394,0.01066,0.01801
1903,16.0,D,1903,0.01341,0.02118
6767,12.0,E,6767,0.08023,0.06317
4328,32.0,F,4328,0.04148,0.00907
2342,28.0,D,2342,0.03563,0.0075
6176,12.0,F,6176,0.00161,0.0704
2852,36.0,B,2852,0.31507,0.00143
8021,16.0,E,8021,0.01748,0.01279
1211,24.0,C,1211,0.01009,0.00232
6609,24.0,F,6609,0.00155,0.00943
1957,32.0,C,1957,0.01487,0.00048
8218,32.0,A,8218,0.04221,0.00058
3037,28.0,B,3037,0.2756,0.00091
6735,28.0,E,6735,0.02083,0.02816
3027,12.0,A,3027,0.27952,0.04862
855,28.0,F,855,0.00244,0.01003
358,28.0,B,358,0.05073,0.00144
6960,24.0,B,6960,0.05432,0.00323
5781,12.0,E,5781,0.01647,0.02845
954,40.0,E,954,0.00361,0.02974
9078,40.0,A,9078,0.01276,3e-05
3249,12.0,D,3249,0.04463,0.04261
7076,40.0,B,7076,0.00203,0.00159
7863,40.0,B,7863,0.03992,0.0003
4444,24.0,A,4444,0.00859,0.00243
3158,24.0,F,3158,0.01286,0.02616
9486,40.0,D,9486,0.0007,0.00152
7160,32.0,D,7160,0.01462,0.0012
1766,12.0,E,1766,0.08035,0.06953
4696,16.0,B,4696,0.02554,0.0117
5915,24.0,A,5915,0.00496,0.00151
4848,24.0,E,4848,0.02155,0.0222
6036,24.0,D,6036,0.01714,0.00361
6835,28.0,D,6835,0.00085,0.00337
2851,16.0,A,2851,0.09176,0.01511
7755,16.0,A,7755,0.06776,0.01873
4259,32.0,D,4259,0.02458,0.00293
8621,28.0,D,8621,0.0129,0.00162
7205,28.0,C,7205,0.00305,0.0026
4095,28.0,F,4095,0.14706,0.00228
5514,20.0,C,5514,0.22526,0.00247
4428,24.0,A,4428,0.05882,0.00164
2653,16.0,B,2653,0.08931,0.00707
6701,16.0,F,6701,0.2119,0.08782
7323,16.0,F,7323,0.08205,0.09166
530,24.0,C,530,0.04204,0.00278
6731,40.0,C,6731,0.01591,0.00916
9354,24.0,F,9354,0.01139,0.02938
341,36.0,C,341,0.06186,0.00286
4984,40.0,B,4984,0.01021,0.00063
7277,24.0,D,7277,0.00279,0.00564
1507,24.0,C,1507,0.00133,0.00326
5973,12.0,B,5973,0.05837,0.04961
5256,28.0,C,5256,0.00568,0.00168
3683,28.0,C,3683,0.04737,0.00109
1233,24.0,E,1233,0.00292,0.02119
6542,20.0,D,6542,0.0704,0.00831
5048,40.0,C,5048,0.02838,0.00302
1441,20.0,D,1441,0.02994,0.00726
6959,36.0,E,6959,0.00853,0.00875
8143,40.0,F,8143,0.01605,0.08421
4099,24.0,C,4099,0.00555,0.00356
2794,28.0,B,2794,0.03532,0.00094
407,28.0,D,407,0.05439,0.00269
7979,24.0,F,7979,0.0067,0.12566
612,24.0,C,612,0.02146,0.0033
3027,16.0,B,3027,0.00274,0.01757
6045,24.0,A,6045,0.01963,0.00203
4963,28.0,F,4963,0.00459,0.02688
7166,24.0,A,7166,0.03443,0.00167
2604,40.0,A,2604,0.00407,5e-05
2129,24.0,D,2129,0.01445,0.01552
7998,36.0,F,7998,0.07552,0.03768
9669,40.0,B,9669,0.01238,0.00038
4508,24.0,C,4508,0.13064,0.0046
5052,20.0,D,5052,0.01012,0.01094
15,28.0,F,15,0.06396,0.05544
3399,16.0,B,3399,0.02096,0.01329
304,16.0,D,304,0.07917,0.02147
8309,36.0,D,8309,0.00863,0.00176
9966,16.0,F,9966,0.00741,0.02841
1177,12.0,D,1177,0.04355,0.03173
6153,36.0,F,6153,0.03502,0.05287
