,snr,ch,packet,nn_loss,bl_loss
705,28.0,C,705,0.00638,0.00106
5435,12.0,C,5435,0.01564,0.02514
4898,16.0,E,4898,0.00774,0.02208
6177,24.0,D,6177,0.00382,0.00229
6860,24.0,B,6860,0.07395,0.002
8369,32.0,B,8369,0.00251,0.00061
574,24.0,C,574,0.01033,0.00356
6009,40.0,D,6009,0.01345,0.00024
1021,40.0,B,1021,0.14711,0.00016
5057,24.0,B,5057,0.01754,0.00202
5930,28.0,F,5930,0.01337,0.08564
4397,16.0,F,4397,0.01141,0.05685
802,16.0,A,802,0.04007,0.01223
6168,12.0,A,6168,0.12129,0.03485
6284,20.0,A,6284,0.01785,0.0052
9526,32.0,C,9526,0.0368,0.00508
3945,32.0,D,3945,0.0053,0.00297
1059,20.0,B,1059,0.00173,0.01059
5348,12.0,D,5348,0.0035,0.02414
131,36.0,A,131,0.0284,0.00016
9088,36.0,E,9088,0.00221,0.02256
3084,36.0,D,3084,0.00332,0.00964
5577,28.0,A,5577,0.01047,0.00054
6788,32.0,B,6788,0.0062,0.00209
5885,28.0,A,5885,0.02439,0.00056
8486,32.0,D,8486,0.00462,0.00106
3911,32.0,E,3911,0.00534,0.02121
4634,40.0,E,4634,0.00295,0.00728
1279,16.0,D,1279,0.04505,0.02241
865,16.0,B,865,0.0246,0.01044
4103,12.0,F,4103,0.03921,0.05356
1890,20.0,E,1890,0.03182,0.02764
8461,36.0,F,8461,0.23877,0.00933
2969,12.0,A,2969,0.08878,0.05414
2808,40.0,D,2808,0.0874,0.00126
3579,40.0,C,3579,0.0064,0.00084
9914,24.0,B,9914,0.01138,0.00212
9727,40.0,D,9727,0.03356,0.00035
6444,16.0,B,6444,0.00461,0.01916
2942,28.0,D,2942,0.0115,0.00356
9903,24.0,D,9903,0.01015,0.0224
1865,36.0,C,1865,0.01305,0.00028
421,24.0,F,421,0.01044,0.02386
6262,16.0,E,6262,0.05164,0.03135
2093,24.0,F,2093,0.00304,0.03223
2717,12.0,A,2717,0.0424,0.02566
7903,24.0,B,7903,0.01179,0.00377
1032,16.0,D,1032,0.01514,0.01432
8946,24.0,D,8946,0.02276,0.00108
8796,20.0,F,8796,0.01932,0.14068
8849,16.0,F,8849,0.01987,0.09504
9585,20.0,A,9585,0.02115,0.00346
588,32.0,A,588,0.02884,0.00029
7156,12.0,D,7156,0.03551,0.05447
6284,24.0,A,6284,0.03215,0.00272
7281,24.0,C,7281,0.09894,0.00749
2997,12.0,D,2997,0.07337,0.04005
7257,16.0,D,7257,0.00053,0.01707
6787,32.0,C,6787,0.0837,0.00085
3746,12.0,A,3746,0.07009,0.04356
1497,32.0,E,1497,0.00754,0.01831
4086,28.0,A,4086,0.00975,0.00105
4397,24.0,D,4397,0.0081,0.00171
6956,12.0,A,6956,0.06347,0.02869
2402,24.0,C,2402,0.00201,0.00332
6844,24.0,D,6844,0.00797,0.00469
4925,40.0,D,4925,0.01168,0.00505
2445,16.0,F,2445,0.08868,0.09426
2521,36.0,E,2521,0.00231,0.00671
3520,20.0,E,3520,0.00765,0.01749
5260,28.0,B,5260,0.06257,0.00076
8771,36.0,C,8771,0.02299,0.00064
2527,16.0,C,2527,0.01017,0.01846
8456,12.0,A,8456,0.22673,0.03784
848,28.0,A,848,0.03092,0.00086
346,16.0,E,346,0.00846,0.03263
5619,24.0,B,5619,0.02746,0.00312
5051,36.0,B,5051,0.0025,0.0007
4259,32.0,C,4259,0.02336,0.0034
2013,12.0,F,2013,0.12326,0.04763
7027,28.0,C,7027,0.02653,0.00108
6587,16.0,C,6587,0.00991,0.0155
4604,20.0,B,4604,0.02077,0.00447
4733,28.0,C,4733,0.03784,0.00068
3059,28.0,E,3059,0.00271,0.0864
7804,36.0,F,7804,0.00113,0.02278
368,28.0,F,368,0.03112,0.01208
512,32.0,E,512,0.03035,0.00846
9887,36.0,A,9887,0.07465,0.00016
3262,24.0,B,3262,0.00438,0.00164
4518,12.0,D,4518,0.01834,0.03056
8223,36.0,F,8223,0.00107,0.02181
3323,20.0,D,3323,0.00438,0.00506
6661,36.0,C,6661,0.01067,0.00036
3384,36.0,B,3384,0.01756,0.00015
5234,36.0,D,5234,0.00092,0.0026
8143,20.0,E,8143,0.07702,0.00648
6981,12.0,A,6981,0.20417,0.0362
7382,32.0,A,7382,0.02842,0.00039
3306,24.0,D,3306,0.03125,0.0031
5463,16.0,D,5463,0.00658,0.00943
4505,12.0,C,4505,0.01507,0.03933
3437,36.0,D,3437,0.01328,0.00875
8310,28.0,B,8310,0.08926,0.00108
4960,24.0,B,4960,0.00487,0.00492
4950,24.0,E,4950,0.0114,0.02493
9095,16.0,C,9095,0.00054,0.01122
1019,24.0,B,1019,0.00194,0.00318
2532,12.0,B,2532,0.06731,0.02341
8318,16.0,F,8318,0.00881,0.01327
8864,32.0,B,8864,0.05474,0.00049
7400,28.0,A,7400,0.05271,0.00041
6972,16.0,C,6972,0.04948,0.01051
3261,28.0,E,3261,0.07511,0.01554
6152,28.0,F,6152,0.07351,0.17006
5187,12.0,D,5187,0.01667,0.03464
4282,12.0,A,4282,0.13057,0.02616
3432,32.0,D,3432,0.00305,0.00374
8182,24.0,D,8182,0.00088,0.0073
4288,36.0,A,4288,0.08569,0.00012
9766,16.0,F,9766,0.01874,0.04886
7009,40.0,D,7009,0.00774,0.00119
2319,24.0,A,2319,0.03058,0.00224
7495,20.0,A,7495,0.05649,0.00689
607,16.0,F,607,0.02318,0.06961
4715,28.0,B,4715,0.0385,0.00466
2740,32.0,F,2740,0.00739,0.00955
9648,20.0,E,9648,0.0095,0.03194
7942,16.0,D,7942,0.01157,0.01394
1896,20.0,A,1896,0.07938,0.00442
5087,32.0,D,5087,0.01975,0.00756
2331,40.0,D,2331,0.00512,9e-05
1032,24.0,D,1032,0.00037,0.00365
3882,12.0,F,3882,0.0449,0.05073
4382,20.0,A,4382,0.06929,0.00607
1005,24.0,E,1005,0.00946,0.02467
505,24.0,F,505,0.02273,0.01839
2371,40.0,B,2371,0.01435,0.00028
6736,32.0,F,6736,0.11799,0.01274
879,16.0,A,879,0.02265,0.01214
8833,32.0,D,8833,0.06306,0.00603
6948,20.0,F,6948,0.11171,0.02264
8693,28.0,C,8693,0.00666,0.0013
565,16.0,D,565,0.00293,0.01638
5750,16.0,B,5750,0.00153,0.00644
9713,24.0,F,9713,0.01482,0.01138
7419,24.0,E,7419,0.06537,0.01202
7983,40.0,A,7983,0.08788,3e-05
5272,24.0,E,5272,0.01292,0.01627
7624,24.0,A,7624,0.18212,0.00382
5164,32.0,B,5164,0.03782,0.00024
4293,24.0,C,4293,0.00579,0.00263
8634,20.0,E,8634,0.00333,0.03188
4519,36.0,A,4519,0.01481,0.00019
463,36.0,F,463,0.04381,0.08568
927,20.0,A,927,0.04195,0.00553
7190,28.0,D,7190,0.00216,0.00351
4774,12.0,A,4774,0.03965,0.0316
8196,24.0,B,8196,0.00137,0.00103
5139,16.0,F,5139,0.01759,0.06707
1490,28.0,D,1490,0.01543,0.00066
77,28.0,F,77,0.06403,0.09425
9105,16.0,D,9105,0.02192,0.01308
8712,28.0,B,8712,0.0261,0.00075
3719,28.0,F,3719,0.07086,0.04805
5422,36.0,F,5422,0.01323,0.03274
9964,40.0,F,9964,0.03469,0.0896
3383,28.0,F,3383,0.00468,0.00582
7689,36.0,A,7689,0.00673,6e-05
413,24.0,D,413,0.00162,0.00893
6931,12.0,E,6931,0.01659,0.0449
8720,24.0,F,8720,0.01917,0.03538
8781,32.0,E,8781,0.07885,0.03026
9164,20.0,B,9164,0.01956,0.00242
3064,16.0,B,3064,0.00454,0.01926
5075,16.0,F,5075,0.01671,0.03532
1885,32.0,E,1885,0.00346,0.00362
4306,40.0,D,4306,0.00151,0.01444
5973,40.0,C,5973,0.00175,0.00271
9126,16.0,E,9126,0.00072,0.01352
94,24.0,C,94,0.08554,0.0091
3278,20.0,C,3278,0.11274,0.00915
7109,32.0,A,7109,0.02726,0.00026
3152,20.0,C,3152,0.07764,0.01048
6976,40.0,B,6976,0.00596,0.0001
4521,16.0,C,4521,0.03758,0.0118
7516,20.0,C,7516,0.01314,0.00924
8880,28.0,A,8880,0.02188,0.00078
9188,28.0,D,9188,0.02486,0.00297
9853,20.0,A,9853,0.04009,0.00436
7068,24.0,C,7068,0.099,0.01203
1458,32.0,D,1458,0.00369,0.00136
830,24.0,C,830,0.04385,0.00418
890,40.0,D,890,0.03018,0.00036
2800,20.0,D,2800,0.00544,0.00539
7498,36.0,E,7498,0.06299,0.00638
5342,16.0,F,5342,0.01606,0.0449
2396,36.0,E,2396,0.00109,0.0064
8406,40.0,A,8406,0.01951,4e-05
9190,28.0,F,9190,0.06839,0.05678
5009,12.0,A,5009,0.10217,0.05288
826,32.0,A,826,0.10155,0.00039
9286,24.0,B,9286,0.09499,0.00168
6102,28.0,E,6102,0.00342,0.00679
1419,36.0,E,1419,0.00598,0.02299
6937,36.0,C,6937,0.03211,0.00876
5568,40.0,D,5568,0.01196,0.00355
7163,16.0,C,7163,0.00203,0.01749
4453,16.0,E,4453,0.04702,0.0109
9762,40.0,C,9762,0.01302,0.00238
6232,32.0,E,6232,0.01772,0.01685
4711,32.0,B,4711,0.06856,0.00059
3297,12.0,E,3297,0.00615,0.03191
1425,12.0,E,1425,0.0094,0.02989
4456,40.0,E,4456,0.00577,0.01524
4286,36.0,A,4286,0.12723,0.00015
2759,20.0,E,2759,0.00872,0.0114
9313,32.0,B,9313,0.14938,0.00036
7654,40.0,E,7654,0.03894,0.00045
7535,40.0,E,7535,0.00507,0.01231
1831,32.0,C,1831,0.02391,0.00201
5699,40.0,E,5699,0.06429,0.01369
6190,32.0,F,6190,0.09974,0.00384
5242,36.0,C,5242,0.11514,0.00152
1973,12.0,E,1973,0.0092,0.0217
6544,12.0,B,6544,0.00616,0.03408
8023,28.0,B,8023,0.00932,0.00065
8563,36.0,A,8563,0.03602,9e-05
4363,40.0,A,4363,0.03917,6e-05
2442,16.0,D,2442,0.02343,0.01129
3914,20.0,C,3914,0.01074,0.00629
5940,32.0,F,5940,0.06333,0.0381
697,12.0,D,697,0.02218,0.0338
550,28.0,B,550,0.01937,0.00233
5397,20.0,E,5397,0.01267,0.02291
6288,36.0,D,6288,0.01326,0.00519
5842,36.0,F,5842,0.00998,0.03495
7171,36.0,A,7171,0.03378,8e-05
9055,20.0,F,9055,0.05588,0.01559
2532,28.0,D,2532,0.01128,0.0025
5990,12.0,A,5990,0.10143,0.01682
5586,12.0,D,5586,0.07497,0.04603
2476,40.0,A,2476,0.04128,4e-05
5777,16.0,A,5777,0.03324,0.01189
4039,40.0,A,4039,0.01111,6e-05
5965,40.0,B,5965,0.00196,8e-05
9567,36.0,A,9567,0.03759,8e-05
26,32.0,A,26,0.02212,0.00028
2493,20.0,A,2493,0.65698,1.08043
289,36.0,F,289,0.0032,0.04057
1248,28.0,C,1248,0.00565,0.00147
1899,24.0,D,1899,0.01309,0.00812
8627,12.0,A,8627,0.04669,0.05332
6640,24.0,B,6640,0.08131,0.00244
9682,20.0,B,9682,0.00873,0.00913
1377,40.0,B,1377,0.06199,0.00214
69,12.0,F,69,0.01559,0.05382
1460,24.0,E,1460,0.00249,0.03108
2508,12.0,D,2508,0.01035,0.02165
7876,20.0,F,7876,0.02319,0.03483
6542,28.0,F,6542,0.00376,0.02482
8647,16.0,B,8647,0.10133,0.00933
216,12.0,D,216,0.06046,0.02967
8113,28.0,C,8113,0.01616,0.001
1504,32.0,B,1504,0.00811,0.00025
4299,32.0,C,4299,0.01894,0.00241
4862,36.0,C,4862,0.00369,0.00103
524,32.0,D,524,0.02638,0.00297
5676,36.0,D,5676,0.0068,0.00718
82,24.0,B,82,0.00031,0.00276
2423,28.0,B,2423,0.00122,0.0019
4137,20.0,B,4137,0.05558,0.00722
369,36.0,B,369,0.32116,0.00132
7719,24.0,D,7719,0.22882,0.01001
7400,40.0,C,7400,0.01726,0.00141
5616,40.0,E,5616,0.00319,0.00817
7133,24.0,E,7133,0.02555,0.00471
8218,28.0,C,8218,0.00285,0.0057
2414,28.0,A,2414,0.02548,0.00079
2897,24.0,B,2897,0.00375,0.00256
925,28.0,F,925,0.00514,0.06809
1387,16.0,D,1387,0.01945,0.01672
9279,24.0,A,9279,0.00504,0.0032
2069,24.0,B,2069,0.09639,0.00531
2270,40.0,F,2270,0.06987,0.08353
5775,24.0,A,5775,0.0255,0.00244
1005,16.0,A,1005,0.04469,0.01243
5864,40.0,D,5864,0.04304,0.00048
5501,40.0,A,5501,0.03758,8e-05
3732,28.0,F,3732,0.01651,0.02851
6957,20.0,F,6957,0.06114,0.04646
2338,16.0,A,2338,0.08052,0.00508
1693,32.0,F,1693,0.00071,0.01151
3668,36.0,A,3668,0.02078,0.00012
6625,20.0,B,6625,0.01348,0.0036
479,24.0,C,479,0.18613,0.01117
7176,36.0,B,7176,0.01263,0.0002
6792,40.0,B,6792,0.00033,0.00055
7355,24.0,B,7355,0.22316,0.00127
7683,36.0,C,7683,0.00814,0.00387
2349,24.0,F,2349,0.01346,0.02157
1419,24.0,C,1419,0.00916,0.0039
1537,28.0,C,1537,0.0637,0.00229
2313,24.0,C,2313,0.08649,0.00331
3024,12.0,E,3024,0.02234,0.06037
9931,32.0,C,9931,0.0342,0.00075
5919,28.0,C,5919,0.00366,0.00029
3527,28.0,B,3527,0.00462,0.00109
8871,36.0,A,8871,0.02098,0.00012
6976,12.0,C,6976,0.1268,0.03613
4535,12.0,C,4535,0.01332,0.01959
4647,36.0,D,4647,0.00878,0.00254
4886,16.0,B,4886,0.01187,0.01419
9921,40.0,A,9921,0.03081,3e-05
9797,24.0,F,9797,0.01063,0.0157
6582,36.0,A,6582,0.03518,0.00014
3856,32.0,F,3856,0.0809,0.00433
9843,24.0,B,9843,0.01554,0.0023
2904,16.0,D,2904,0.02964,0.00723
4238,36.0,D,4238,0.01851,0.00173
4574,32.0,D,4574,0.00258,0.00162
1883,24.0,C,1883,0.01392,0.00578
8298,28.0,F,8298,0.02019,0.01826
6431,20.0,D,6431,0.00054,0.0112
7232,16.0,C,7232,0.10115,0.0074
620,32.0,A,620,0.02517,0.00045
4929,16.0,E,4929,0.00214,0.08364
7112,16.0,B,7112,0.54059,0.01305
3009,12.0,A,3009,0.17074,0.03369
7212,40.0,F,7212,0.03363,0.00265
5102,36.0,B,5102,0.00518,0.00016
897,20.0,B,897,0.01043,0.00944
4464,20.0,E,4464,0.0046,0.00748
285,28.0,D,285,0.00428,0.00805
4419,36.0,A,4419,0.01588,7e-05
910,40.0,B,910,0.00364,0.00019
3585,36.0,E,3585,0.14763,0.00218
2087,24.0,C,2087,0.02575,0.0024
4170,16.0,E,4170,0.00357,0.02673
6480,16.0,C,6480,0.03052,0.02079
4707,16.0,B,4707,0.00288,0.00581
3221,36.0,F,3221,0.02775,0.00283
5025,20.0,A,5025,0.04144,0.00446
8521,36.0,E,8521,0.00061,0.00993
8794,36.0,F,8794,0.01176,0.02877
7455,16.0,F,7455,0.02879,0.13218
8704,24.0,D,8704,0.01143,0.00314
3761,24.0,B,3761,0.01179,0.00181
9674,28.0,A,9674,0.01118,0.00106
8546,36.0,C,8546,0.01312,0.00359
9726,32.0,A,9726,0.03512,0.00026
7577,32.0,D,7577,0.00245,0.00174
2579,20.0,B,2579,0.01806,0.00903
5720,36.0,D,5720,0.00661,0.00905
2582,16.0,F,2582,0.16083,0.09083
8196,16.0,E,8196,0.00311,0.04024
2988,36.0,B,2988,0.01453,0.00033
5587,20.0,C,5587,0.00222,0.02019
6707,28.0,A,6707,0.0393,0.00057
6624,20.0,E,6624,0.03634,0.01132
3485,12.0,B,3485,0.00813,0.03218
9617,32.0,A,9617,0.05663,0.00013
4342,28.0,A,4342,0.01039,0.00056
332,24.0,A,332,0.01139,0.00108
941,28.0,B,941,0.00152,0.00029
9564,32.0,F,9564,0.05255,0.09286
4638,32.0,D,4638,0.19926,0.00239
1161,24.0,D,1161,0.00375,0.01354
1988,40.0,B,1988,0.03196,9e-05
6293,40.0,F,6293,0.02297,0.02655
7291,16.0,B,7291,0.03854,0.00975
5965,20.0,A,5965,0.03403,0.00549
4495,36.0,A,4495,0.12897,0.0001
785,28.0,D,785,0.00686,0.00116
8226,24.0,C,8226,0.01588,0.00296
5635,28.0,C,5635,0.00504,0.00135
7611,32.0,F,7611,0.00403,0.04538
535,12.0,A,535,0.18043,0.02834
315,36.0,C,315,0.01679,0.00832
7012,24.0,A,7012,0.01779,0.00174
1674,24.0,E,1674,0.00871,0.06446
3954,12.0,B,3954,0.09212,0.03739
4835,20.0,C,4835,0.08361,0.00566
1847,40.0,C,1847,0.05292,0.00298
7955,20.0,D,7955,0.00461,0.02303
951,16.0,C,951,0.00465,0.01206
4757,24.0,F,4757,0.02367,0.058
3191,36.0,B,3191,0.00179,0.0002
1820,36.0,D,1820,0.00369,0.00096
661,28.0,C,661,0.02276,0.00438
2143,40.0,D,2143,0.00043,0.0001
9681,16.0,B,9681,0.00898,0.00772
7331,36.0,E,7331,0.01583,0.01503
358,20.0,D,358,0.00694,0.01044
3519,32.0,F,3519,0.17575,0.01508
2768,32.0,A,2768,0.03923,0.0005
3228,40.0,E,3228,0.00158,0.01348
6927,36.0,D,6927,0.07924,0.00391
9310,24.0,F,9310,0.00698,0.02343
817,16.0,C,817,0.04584,0.01509
5884,20.0,E,5884,0.05611,0.02832
517,28.0,C,517,0.00146,0.00058
4413,16.0,B,4413,0.00333,0.0188
7457,32.0,B,7457,0.00123,0.00073
8355,36.0,B,8355,0.06154,0.0003
9044,16.0,B,9044,0.01251,0.01436
5145,36.0,A,5145,0.02111,0.0001
8712,24.0,D,8712,0.0024,0.00243
9687,24.0,C,9687,0.02033,0.00313
2130,40.0,E,2130,0.00128,0.01175
4014,32.0,A,4014,0.02112,0.00031
7594,20.0,A,7594,0.10182,0.00587
2572,32.0,D,2572,0.01862,0.01487
9820,36.0,C,9820,0.01719,0.00035
4775,12.0,E,4775,0.00311,0.04724
5711,32.0,A,5711,0.03894,0.00036
3569,28.0,A,3569,0.00784,0.00061
2425,28.0,C,2425,0.00099,0.00046
4924,36.0,D,4924,0.12556,0.00071
564,36.0,A,564,0.07954,0.00016
7460,36.0,E,7460,0.00365,0.01398
6727,28.0,E,6727,0.01587,0.04969
3951,32.0,B,3951,0.01193,0.00056
9021,28.0,B,9021,0.00986,0.00131
8937,20.0,E,8937,0.03645,0.02616
4748,12.0,E,4748,0.02593,0.06415
6023,20.0,C,6023,0.0113,0.00152
834,36.0,B,834,0.00334,0.00014
255,28.0,C,255,0.00693,0.00042
7864,24.0,A,7864,0.06297,0.00276
7634,16.0,F,7634,0.04403,0.07598
2539,32.0,E,2539,0.00392,0.00877
8485,20.0,E,8485,0.0352,0.09171
1391,24.0,B,1391,0.00066,0.00152
3169,12.0,C,3169,0.03922,0.03978
6786,36.0,E,6786,0.04919,0.01704
5196,24.0,A,5196,0.03839,0.00278
4424,24.0,A,4424,0.03704,0.00119
2303,20.0,B,2303,0.0379,0.00927
7371,28.0,F,7371,0.03312,0.01187
5356,28.0,E,5356,0.00853,0.03061
6667,20.0,C,6667,0.05312,0.00783
7602,40.0,A,7602,0.02904,4e-05
1836,28.0,B,1836,0.00862,0.00088
5789,40.0,E,5789,0.09405,0.00399
2498,16.0,C,2498,0.00364,0.0117
8209,40.0,F,8209,0.04808,0.0522
4527,32.0,B,4527,0.06423,0.00057
5913,20.0,C,5913,0.37443,0.0041
4583,28.0,A,4583,0.03798,0.00036
7523,36.0,E,7523,0.00918,0.00188
4445,12.0,E,4445,0.03334,0.05462
2585,12.0,D,2585,0.03364,0.09976
5963,20.0,C,5963,0.00223,0.00748
5690,20.0,F,5690,0.00993,0.04661
3600,36.0,F,3600,0.00943,0.03937
6531,32.0,D,6531,0.01475,0.00351
9270,36.0,F,9270,0.08655,0.01516
964,40.0,C,964,0.00263,0.00173
7960,16.0,C,7960,0.02864,0.02491
3153,36.0,F,3153,0.00646,0.00432
9435,24.0,E,9435,0.01708,0.03174
3269,24.0,E,3269,0.00856,0.04284
6897,12.0,B,6897,0.04872,0.04814
812,12.0,C,812,0.01477,0.0152
5446,16.0,E,5446,0.01047,0.0277
6540,12.0,A,6540,0.09506,0.03506
5822,16.0,B,5822,0.01147,0.0159
8578,24.0,E,8578,0.03131,0.02817
5940,20.0,B,5940,0.00114,0.00697
6909,24.0,F,6909,0.04076,0.15633
293,16.0,E,293,0.00327,0.02373
7965,24.0,C,7965,0.03058,0.00383
7221,32.0,F,7221,0.0166,0.04348
5797,32.0,C,5797,0.03357,0.00257
1450,36.0,F,1450,0.03401,0.0199
3930,32.0,C,3930,0.0017,0.00014
8358,36.0,F,8358,0.03215,0.05979
909,40.0,E,909,0.00618,0.01447
1754,40.0,F,1754,0.04923,0.04809
2609,24.0,B,2609,0.01208,0.00184
7745,20.0,B,7745,0.02955,0.00662
8922,16.0,E,8922,0.01605,0.02513
4075,36.0,C,4075,0.0071,0.0078
4753,40.0,F,4753,0.00407,0.07248
1154,28.0,C,1154,0.13438,0.00285
9395,16.0,D,9395,0.01409,0.00915
2666,24.0,E,2666,0.03798,0.0045
3204,12.0,A,3204,0.1215,0.04046
3284,40.0,F,3284,0.00342,0.04274
5008,20.0,E,5008,0.04796,0.01678
3681,32.0,A,3681,0.04259,0.00026
9061,20.0,B,9061,0.00092,0.00894
8240,36.0,A,8240,0.04301,0.00012
3937,40.0,F,3937,0.00419,0.00767
8394,20.0,E,8394,0.01378,0.01526
7318,20.0,F,7318,0.01169,0.01631
5048,40.0,F,5048,0.01462,0.00088
7866,20.0,B,7866,0.00226,0.00461
5569,16.0,E,5569,0.00909,0.019
8480,16.0,F,8480,0.01424,0.02463
1010,16.0,A,1010,0.07769,0.00657
6325,16.0,B,6325,0.03497,0.01758
4196,20.0,D,4196,0.00734,0.00747
7132,28.0,D,7132,0.01843,0.00456
1030,24.0,D,1030,0.05575,0.00211
3024,40.0,C,3024,0.0353,0.00091
2274,20.0,D,2274,0.02,0.00619
6179,32.0,D,6179,0.04172,0.00767
4010,20.0,A,4010,0.08066,0.00276
3515,16.0,D,3515,0.01582,0.01984
4898,40.0,D,4898,0.00251,0.00397
1295,12.0,F,1295,0.04201,0.08022
643,32.0,E,643,0.24297,0.01757
1580,28.0,C,1580,0.00163,0.00089
7213,40.0,F,7213,0.0087,0.01012
1551,40.0,A,1551,0.04541,6e-05
930,28.0,C,930,0.02383,0.00163
7846,24.0,D,7846,0.075,0.00355
2228,28.0,D,2228,0.00102,0.00694
250,12.0,A,250,0.03655,0.05468
1474,12.0,D,1474,0.02614,0.02488
9644,32.0,B,9644,0.00657,0.00064
3246,36.0,A,3246,0.04182,0.00011
9358,24.0,D,9358,0.00533,0.0023
3335,36.0,B,3335,0.00576,0.00026
4130,36.0,F,4130,0.00562,0.01053
5469,36.0,B,5469,0.01495,0.00027
118,36.0,E,118,0.00991,0.00781
5487,36.0,B,5487,0.00268,0.0001
5446,20.0,A,5446,0.05199,0.00634
2194,20.0,F,2194,0.01785,0.01176
7474,16.0,F,7474,0.01339,0.08367
6083,36.0,C,6083,0.00874,0.00258
5432,24.0,A,5432,0.01848,0.00283
490,40.0,D,490,0.06228,0.00063
8532,36.0,F,8532,0.00518,0.00301
9283,40.0,C,9283,0.00221,0.00095
6031,24.0,F,6031,0.0283,0.05543
2226,16.0,C,2226,0.33824,0.01464
6397,24.0,C,6397,0.11482,0.00235
1408,24.0,C,1408,0.01857,0.00224
2669,12.0,A,2669,0.29036,0.02207
4802,16.0,B,4802,0.03475,0.01342
6972,24.0,D,6972,0.00093,0.00452
1375,28.0,F,1375,0.01235,0.01893
4122,32.0,E,4122,0.00871,0.01019
7942,40.0,A,7942,0.04893,6e-05
7173,12.0,B,7173,0.00362,0.03195
1311,28.0,B,1311,0.1268,0.0012
2397,32.0,A,2397,0.03685,0.00017
8853,36.0,D,8853,0.00494,0.0005
5960,32.0,E,5960,0.0204,0.00602
6519,36.0,D,6519,0.03129,0.00212
2905,24.0,D,2905,0.00524,0.00228
6272,24.0,C,6272,0.0065,0.00421
4304,12.0,A,4304,0.20832,0.03896
204,24.0,E,204,0.0005,0.0023
9820,28.0,D,9820,0.00155,0.0032
3949,24.0,F,3949,0.01476,0.00816
7487,32.0,C,7487,0.00412,0.01069
133,24.0,B,133,0.21398,0.00205
7125,32.0,F,7125,0.21692,0.00836
1997,24.0,D,1997,0.05227,0.00366
5249,20.0,A,5249,0.04986,0.00734
6019,28.0,D,6019,0.0124,0.00463
9666,32.0,C,9666,0.02205,0.0057
4976,24.0,A,4976,0.03234,0.00265
6683,20.0,F,6683,0.02917,0.12625
4356,28.0,F,4356,0.00565,0.00563
9071,40.0,F,9071,0.0087,0.03044
9874,32.0,E,9874,0.0171,0.00435
6764,32.0,F,6764,0.00522,0.01586
8661,36.0,A,8661,0.04362,0.00017
7560,24.0,F,7560,0.014,0.04
4442,28.0,D,4442,0.02698,0.00159
5775,16.0,C,5775,0.0666,0.01169
2014,28.0,D,2014,0.00072,0.00226
1235,36.0,A,1235,0.02513,9e-05
701,20.0,B,701,0.03454,0.00355
9552,16.0,E,9552,0.00244,0.02052
4157,24.0,A,4157,0.01415,0.00262
5219,28.0,F,5219,0.00956,0.05895
2583,16.0,D,2583,0.00783,0.01667
1922,28.0,B,1922,0.00173,0.00055
5015,20.0,B,5015,0.0449,0.0057
190,16.0,E,190,0.0593,0.03681
5069,40.0,D,5069,0.00967,0.0061
2586,12.0,C,2586,0.01332,0.0328
5982,24.0,A,5982,0.03432,0.00173
3782,28.0,A,3782,0.03738,0.00123
663,36.0,D,663,0.11949,0.00041
264,28.0,A,264,0.01389,0.00111
5673,12.0,D,5673,0.02151,0.04708
4009,40.0,C,4009,0.01771,0.00183
6875,28.0,C,6875,0.00183,0.00243
6483,24.0,E,6483,0.07456,0.00848
7432,12.0,B,7432,0.01925,0.03711
8800,32.0,F,8800,0.08374,0.08179
6317,40.0,D,6317,0.04797,0.00241
255,12.0,C,255,0.001,0.0238
2129,16.0,B,2129,0.10593,0.01236
6610,40.0,E,6610,0.01516,0.03533
7414,32.0,B,7414,0.02045,0.00037
6463,28.0,A,6463,0.0462,0.00084
138,40.0,A,138,0.04322,5e-05
2200,20.0,F,2200,0.017,0.02732
6458,20.0,C,6458,0.01103,0.0061
7686,40.0,A,7686,0.0265,7e-05
3721,32.0,A,3721,0.00997,0.00044
1517,40.0,D,1517,0.03833,0.0004
4589,32.0,B,4589,0.03664,0.00046
1334,36.0,B,1334,0.04961,0.00011
3089,36.0,C,3089,0.00795,0.002
5260,28.0,A,5260,0.02868,0.00077
947,32.0,C,947,0.02981,0.00392
2082,12.0,F,2082,0.02515,0.10407
2760,12.0,E,2760,0.02147,0.10456
9,32.0,D,9,0.08382,0.00226
7912,24.0,E,7912,0.05075,0.01268
3161,28.0,A,3161,0.00362,0.00074
9043,24.0,B,9043,0.00434,0.00345
9831,28.0,F,9831,0.0797,0.08982
7392,20.0,D,7392,0.00437,0.00521
4863,16.0,C,4863,0.02061,0.01476
8752,32.0,F,8752,0.02866,0.01779
7781,16.0,A,7781,0.03242,0.01593
4120,24.0,C,4120,0.00274,0.00412
3339,28.0,B,3339,0.00538,0.00162
1286,32.0,E,1286,0.03576,0.00707
7032,12.0,B,7032,0.58262,0.02696
4625,32.0,F,4625,0.01166,0.02881
2500,12.0,A,2500,0.15829,0.02314
4640,36.0,C,4640,0.1914,0.00042
3838,28.0,D,3838,0.00819,0.00795
1004,40.0,B,1004,0.00174,0.00026
4440,16.0,C,4440,0.01016,0.00612
8777,36.0,C,8777,0.00229,0.00061
6614,28.0,B,6614,0.00219,0.00078
2515,32.0,F,2515,0.0286,0.02514
3275,16.0,C,3275,0.05144,0.01165
7303,36.0,F,7303,0.06508,0.01135
